id,sentence_id,english,japanese,created_at,updated_at
850,184,in the end,(過程はどうであれ)最後には,2021-11-9,2021-11-9
851,185,keep[bear] in mind,...を覚えておく,2021-11-9,2021-11-9
852,185,youth,若さ,2021-11-9,2021-11-9
853,185,eternal,永遠の,2021-11-9,2021-11-9
854,186,figure ... out,(よく考えた末に)...を理解する,2021-11-9,2021-11-9
855,186,on earth,(疑問文中で)いったい,2021-11-9,2021-11-9
856,186,contempt (for...),(...に対する)軽蔑,2021-11-9,2021-11-9
857,187,can't help doing ...,"...せずにはいられない, ついつい...してしまう",2021-11-9,2021-11-9
858,187,laugh at...,...をばかにして笑う,2021-11-9,2021-11-9
859,187,keep on doing...,...し続ける,2021-11-9,2021-11-9
860,187,stupid,ばかな,2021-11-9,2021-11-9
861,187,mistake,"make a mistake: 間違える, 間違いをする",2021-11-9,2021-11-9
862,187,last,[the - ] 最も可能性の低い...,2021-11-9,2021-11-9
863,187,learn one's lesson,"教訓を得る, 懲りる",2021-11-9,2021-11-9
864,188,to make matters worse,さらに悪いことに,2021-11-9,2021-11-9
865,188,conscious,be conscious of...: ...を自覚している,2021-11-9,2021-11-9
866,188,annoy...,...を不快な気分にさせる,2021-11-9,2021-11-9
867,189,since 〜,〜なので,2021-11-9,2021-11-9
868,189,be in a hurry,慌てている,2021-11-9,2021-11-9
869,189,put ... on,...を着る,2021-11-9,2021-11-9
870,189,glove,(指が5本に分かれた)手袋,2021-11-9,2021-11-9
871,189,inside out,裏返しに,2021-11-9,2021-11-9
872,189,by mistake,"誤って, 間違えて",2021-11-9,2021-11-9
873,190,fat,デブの,2021-11-9,2021-11-9
874,190,clumsy,"不器用な, (動きが鈍くて)どじな",2021-11-9,2021-11-9
875,190,leap,"(前方に大きく)跳ぶ, 飛び越える",2021-11-9,2021-11-9
876,190,shallow,(水深・容器などが)浅い,2021-11-9,2021-11-9
877,190,stream,小川,2021-11-9,2021-11-9
878,190,stumble,つまずく,2021-11-9,2021-11-9
879,190,twist (...),...を捻挫する,2021-11-9,2021-11-9
880,190,ankle,足首,2021-11-9,2021-11-9
881,191,be scared (of...),(...が)怖い,2021-11-9,2021-11-9
882,191,height,[ -s ] 高い所,2021-11-9,2021-11-9
883,191,coward,"臆病者, 弱虫",2021-11-9,2021-11-9
884,192,passive,(性格などが)消極的な,2021-11-9,2021-11-9
885,192,"seldom(, if ever,)",めったに...ない,2021-11-9,2021-11-9
886,192,express oneself,自分を表現する,2021-11-9,2021-11-9
887,192,in public,人前で,2021-11-9,2021-11-9
888,193,convince...,...(人)を納得させる[わからせる],2021-11-9,2021-11-9
889,193,superstition,迷信,2021-11-9,2021-11-9
890,193,irrational,(考えなどが)根拠のない,2021-11-9,2021-11-9
891,194,tremble,(体などが)震える,2021-11-9,2021-11-9
892,194,fear,恐怖,2021-11-9,2021-11-9
893,194,at the thought of...,...のことを考えると,2021-11-9,2021-11-9
894,194,injection,注射,2021-11-9,2021-11-9
895,195,lazy,怠惰な,2021-11-9,2021-11-9
896,195,at heart,(気持などが)本当は,2021-11-9,2021-11-9
897,195,frequently,頻繁に,2021-11-9,2021-11-9
898,195,neglect...,...(すべきこと)を怠る,2021-11-9,2021-11-9
899,195,duty,(与えられた)仕事,2021-11-9,2021-11-9
900,196,at work,"職場にいて, 仕事中の",2021-11-9,2021-11-9
901,196,at home,家にいる,2021-11-9,2021-11-9
902,196,absorb,be absorbed in...: ...に夢中になっている,2021-11-9,2021-11-9
903,196,silly,"ばかな, くだらない",2021-11-9,2021-11-9
904,196,soap opera,(主婦をターゲットにした)連続メロドラマ,2021-11-9,2021-11-9
905,197,cartoon,(テレビ・映画の)マンガ,2021-11-9,2021-11-9
906,197,think ... of A,Aを...(程度)だと思う[評価する],2021-11-9,2021-11-9
907,197,as a matter of fact,(意外に思うかもしれないが)実際には,2021-11-9,2021-11-9
908,197,boring,"退屈な, (人を)うんざりさせる",2021-11-9,2021-11-9
909,198,occur,A occurs to...: A(考え)が...(人)に(ふと)浮かぶ,2021-11-9,2021-11-9
910,198,hold ... back,...(真実・感情など)を隠す,2021-11-9,2021-11-9
911,198,look A in the eye[face],(やましいことがない証として)Aの目を真っすぐみる,2021-11-9,2021-11-9
912,199,patience,忍耐(力),2021-11-9,2021-11-9
913,199,give out,(能力などが)尽きる,2021-11-9,2021-11-9
914,199,grab (...),(...を)(勢いよく[素早く])つかむ,2021-11-9,2021-11-9
915,199,collar,(服の)襟,2021-11-9,2021-11-9
916,199,swear (...),swear at...: ...をののしる,2021-11-9,2021-11-9
917,200,admit...,(仕方なく)...を(事実だと)認める,2021-11-9,2021-11-9
918,200,quarrel (with...),(...と)口げんかする,2021-11-9,2021-11-9
919,200,(every) now and then[again],"たまに, 時々",2021-11-9,2021-11-9
920,200,generally,普通は,2021-11-9,2021-11-9
921,200,be on good terms with...,...と親しい間柄である,2021-11-9,2021-11-9
922,201,Do you mind if I do ...?,...してもいいですか？,2021-11-9,2021-11-9
923,201,stop by (...),(...に)立ち寄る,2021-11-9,2021-11-9
924,201,Not at all.,(相手の問いに答えて)いや全然,2021-11-9,2021-11-9
925,201,Be my guest,遠慮しないで,2021-11-9,2021-11-9
926,202,hold [hang] on,(命令文で)(ちょっと)待ってて,2021-11-9,2021-11-9
927,202,I'll be right back.,(ここに)すぐ戻ってくるよ,2021-11-9,2021-11-9
928,202,hang up,(電話を)切る,2021-11-9,2021-11-9
929,203,put ... up,...(人)を泊める,2021-11-9,2021-11-9
930,203,for one thing,(その理由の)一つには,2021-11-9,2021-11-9
931,203,dad,お父さん,2021-11-9,2021-11-9
932,203,drop in,ふらっと立ち寄る,2021-11-9,2021-11-9
933,203,from time to time,時々,2021-11-9,2021-11-9
934,204,still stand [sit / lie] still,じっと立つ [座る / 横たわる],2021-11-9,2021-11-9
935,204,pace (...),(落ち着きなく)(...(狭い範囲)を)歩く,2021-11-9,2021-11-9
936,204,back and forth,(2点間を)行ったり来たり,2021-11-9,2021-11-9
937,204,sidewalk,{米} 歩道,2021-11-9,2021-11-9
938,205,make up (with...),(...と)仲直りする,2021-11-9,2021-11-9
939,205,take A for B,take A for granted: Aを当然のことと思う,2021-11-9,2021-11-9
940,205,be through,終わる,2021-11-9,2021-11-9
941,205,for good,永遠[永久]に,2021-11-9,2021-11-9
942,205,I mean it.,本気で言っているんだよ,2021-11-9,2021-11-9
943,206,Come on.,(相手の言ったことに対する軽い抗議の気持ちを表す) おいおい,2021-11-9,2021-11-9
944,206,emotional,(人が)感情的な,2021-11-9,2021-11-9
945,206,mean to do...,...するつもりである,2021-11-9,2021-11-9
946,206,hurt (...),...の心を傷つける,2021-11-9,2021-11-9
947,206,talk ... over,...についてよく話し合う,2021-11-9,2021-11-9
948,207,betray ...,...を裏切る,2021-11-9,2021-11-9
949,207,forgive (for A),(Aのことで)...(人)を許してあげる,2021-11-9,2021-11-9
950,207,make it up to...,...(人)に(迷惑などの)埋め合わせをする,2021-11-9,2021-11-9
951,207,get even (with...),(...(人)に)仕返しする,2021-11-9,2021-11-9
952,208,confess (...),(...(罪)を)(牧師に)告白する,2021-11-9,2021-11-9
953,208,sin,"(宗教上・道徳上の)罪, 過ち",2021-11-9,2021-11-9
954,208,conceal,...を隠す,2021-11-9,2021-11-9
955,209,keep one's word,約束を守る,2021-11-9,2021-11-9
956,209,otherwise,(命令・提案などの後で)そうしなければ,2021-11-9,2021-11-9
957,209,end up (doing...),(不本意ながら)(...する)結果になる,2021-11-9,2021-11-9
958,209,lose face,評判を落とす,2021-11-9,2021-11-9
959,210,stick (...),stick to...: ...を(あくまでも)守る,2021-11-9,2021-11-9
960,210,moral,道徳的[倫理的]な,2021-11-9,2021-11-9
961,210,principle,"主義, 信条",2021-11-9,2021-11-9
962,210,honesty,"誠実, 正直",2021-11-9,2021-11-9
963,210,pay off,(努力などが)報われる,2021-11-9,2021-11-9
964,210,in the long run,(長い目で見れば)最後には,2021-11-9,2021-11-9
965,211,cheer (...),cheer (...) up: 元気を出す,2021-11-9,2021-11-9
966,211,can't help...,...は仕方がない,2021-11-9,2021-11-9
967,211,do one's best,最前[ベスト]を尽くす,2021-11-9,2021-11-9
968,211,dwell on...,...をくよくよ[長々と]考える[話す],2021-11-9,2021-11-9
969,211,past,[the - ] 過去,2021-11-9,2021-11-9
970,211,start over,一からやり直す[出直す],2021-11-9,2021-11-9
971,212,Please do me a favor.,お願いがあるんだけど,2021-11-9,2021-11-9
972,212,give A a ride (to...),A(人)を(...まで)乗せて行ってあげる,2021-11-9,2021-11-9
973,212,square,[{略} sq.] (四角い)広場,2021-11-9,2021-11-9
974,212,I wish I could.,ちょっと無理かなあ,2021-11-9,2021-11-9
975,212,tie (...),be tied up: とても忙しい,2021-11-9,2021-11-9
976,213,as usual,いつも通り,2021-11-9,2021-11-9
977,213,turn up,(待っていた人が)現れる,2021-11-9,2021-11-9
978,213,on time,時間通りに,2021-11-9,2021-11-9
979,213,punctual,時間を厳守する,2021-11-9,2021-11-9
980,214,the other day,この前,2021-11-9,2021-11-9
981,214,run out of...,...を使い果たす,2021-11-9,2021-11-9
982,214,gas,{米} ガソリン,2021-11-9,2021-11-9
983,214,in the middle of...,...の真ん中に[で],2021-11-9,2021-11-9
984,214,busy,"(通り・場所が)にぎやかな, 交通量が多い",2021-11-9,2021-11-9
985,214,interstate,"{米} (州と州を結ぶ)幹線道路, インターステイト",2021-11-9,2021-11-9
986,215,ahead,ahead of...: (位置が)...の前方に,2021-11-9,2021-11-9
987,215,skid,(車が)スリップする,2021-11-9,2021-11-9
988,215,turn (...) over,ひっくり返る,2021-11-9,2021-11-9
989,215,scatter (...),...をばらまく[散らす],2021-11-9,2021-11-9
990,215,load,(運ばれる)積み荷,2021-11-9,2021-11-9
991,216,recall...,...を思い出す,2021-11-9,2021-11-9
992,216,collision,(移動するもの同士の)衝突,2021-11-9,2021-11-9
993,216,avoid...,...を避ける,2021-11-9,2021-11-9
994,216,sheer,全くの...,2021-11-9,2021-11-9
995,216,luck,幸運,2021-11-9,2021-11-9
996,217,in case of...,...の場合には[際には],2021-11-9,2021-11-9
997,217,emergency,in (case of) an emergency: 緊急[非常]の際には,2021-11-9,2021-11-9
998,217,get in touch (with...),(...と)連絡を取る,2021-11-9,2021-11-9
999,217,agent,代理人,2021-11-9,2021-11-9
1000,217,right away,"すぐに, ただちに",2021-11-9,2021-11-9
1001,218,head (...),向かう,2021-11-9,2021-11-9
1002,218,get [be] lost,(道に)迷う[迷っている],2021-11-9,2021-11-9
1003,218,wrong,間違った,2021-11-9,2021-11-9
1004,218,direction,方向,2021-11-9,2021-11-9
1005,218,pull over,(車を)路肩に寄せて止める,2021-11-9,2021-11-9
1006,219,rusty,さびた,2021-11-9,2021-11-9
1007,219,break down,(機械などが)故障する,2021-11-9,2021-11-9
1008,219,obstruct...,...の進路を妨げる,2021-11-9,2021-11-9
1009,219,intersection,{米} 交差点,2021-11-9,2021-11-9
1010,220,fine,(粒などが)細かい,2021-11-9,2021-11-9
1011,220,scratch,(先が尖ったものでの)引っかき傷,2021-11-9,2021-11-9
1012,220,dent,(衝撃を受けてできた小さな)へこみ,2021-11-9,2021-11-9
1013,220,surface,表面,2021-11-9,2021-11-9
1014,220,it's no use [good] doing...,...しても無駄だ,2021-11-9,2021-11-9
1015,220,polish...,(柔らかい布などで)...を磨く,2021-11-9,2021-11-9
1016,221,get [be] stuck,"(物が)動かなくなる[動かない], はまる[はまっている]",2021-11-9,2021-11-9
1017,221,trafic,交通,2021-11-9,2021-11-9
1018,221,jam,traffic jam: 交通渋滞,2021-11-9,2021-11-9
1019,221,chill (...),chill out: 冷静になる,2021-11-9,2021-11-9
1020,221,shortcut,take a shortcut: 近道をする,2021-11-9,2021-11-9
1021,221,get to...,...に着く,2021-11-9,2021-11-9
1022,221,in time,"間に合って, 予定時刻までに",2021-11-9,2021-11-9
1023,222,get a flat tire,タイヤがパンクする,2021-11-9,2021-11-9
1024,222,give [lend] ...a hand,...を手助けする,2021-11-9,2021-11-9
1025,222,I'd be glad to.,"ええ, 喜んで",2021-11-9,2021-11-9
1026,223,ambulance,救急車,2021-11-9,2021-11-9
1027,223,out of control,(機械などが)制御が効かない,2021-11-9,2021-11-9
1028,223,come close to...,危うく...しそうになる,2021-11-9,2021-11-9
1029,223,run...over,(車などが)...をひく,2021-11-9,2021-11-9
1030,223,pedestrian,歩行者,2021-11-9,2021-11-9
1031,224,contend (...),(- that 〜) 〜だと力説する,2021-11-9,2021-11-9
1032,224,primitive,原始的な,2021-11-9,2021-11-9
1033,224,life,(集合的に)生物,2021-11-9,2021-11-9
1034,224,exist,"(空想や噂ではなく)実在する, 存在する",2021-11-9,2021-11-9
1035,224,Mars,火星,2021-11-9,2021-11-9
1036,225,crew,乗組員[乗務員](全体),2021-11-9,2021-11-9
1037,225,be busy doing...,"忙しく...している, ...するのに忙しい",2021-11-9,2021-11-9
1038,225,prepare (...),prepare for...: ...のための準備をする,2021-11-9,2021-11-9
1039,225,voyage,航海,2021-11-9,2021-11-9
1040,225,outer,outer space: (大気圏外の)宇宙,2021-11-9,2021-11-9
1041,225,space,宇宙,2021-11-9,2021-11-9
1042,226,conduct...,...(調査など)を実施する,2021-11-9,2021-11-9
1043,226,a series of...,一連の...,2021-11-9,2021-11-9
1044,226,experiment,(科学的な)実験,2021-11-9,2021-11-9
1045,226,gravity,重力,2021-11-9,2021-11-9
1046,227,astronomer,天文学者,2021-11-9,2021-11-9
1047,227,assume...,[- (that) 〜] (確証はないが)〜だと考える,2021-11-9,2021-11-9
1048,227,universe,[the - ] 宇宙,2021-11-9,2021-11-9
1049,227,expand (...),膨張する,2021-11-9,2021-11-9
1050,227,infenitely,無限に,2021-11-9,2021-11-9
1051,228,astronaut,宇宙飛行士,2021-11-9,2021-11-9
1052,228,greet,"...に挨拶する, ...を迎える",2021-11-9,2021-11-9
1053,228,spontaneous,(行動・感情などが)自然に生じる,2021-11-9,2021-11-9
1054,228,applause,"拍手, 称賛",2021-11-9,2021-11-9
1055,229,fund,基金,2021-11-9,2021-11-9
1056,229,set ... up,...(委員会・組織など)を設立[設置]する,2021-11-9,2021-11-9
1057,229,with a view to doing...,(将来)...するつもりで,2021-11-9,2021-11-9
1058,229,preserve...,...を(現状のまま)保存[保護]する,2021-11-9,2021-11-9
1059,229,endangered,(動植物などが)絶滅の危機に瀕した,2021-11-9,2021-11-9
1060,229,planet,[the [our] - ] 地球,2021-11-9,2021-11-9
1061,230,massive,極めて大きい,2021-11-9,2021-11-9
1062,230,flood,洪水,2021-11-9,2021-11-9
1063,230,paralyze...,...を麻痺させる,2021-11-9,2021-11-9
1064,230,local,現地の...,2021-11-9,2021-11-9
1065,230,transportation,交通[輸送]機関,2021-11-9,2021-11-9
1066,230,network,...網 [鉄道網・道路網・情報網など],2021-11-9,2021-11-9
1067,231,equator,[the - ] 赤道,2021-11-9,2021-11-9
1068,231,divide,divide A into B: AをBに分ける,2021-11-9,2021-11-9
1069,231,globe,[the - ] 地球,2021-11-9,2021-11-9
1070,231,hemisphere,半球(体),2021-11-9,2021-11-9
1071,232,cruel,残酷な,2021-11-9,2021-11-9
1072,232,trap...,...(動物)を罠で捕らえる,2021-11-9,2021-11-9
1073,232,fur,毛皮製品,2021-11-9,2021-11-9
1074,233,organization,団体,2021-11-9,2021-11-9
1075,233,principal,"最も重要な..., 主要な...",2021-11-9,2021-11-9
1076,233,role,play a ... role [part] in A: Aで...な役割を果たす,2021-11-9,2021-11-9
1077,233,wildlife,[集合的に]野生生物[動物・植物],2021-11-9,2021-11-9
1078,233,conservation,"保存, 保護",2021-11-9,2021-11-9
1079,234,fragile,"(ものが)壊れやすい, (精神的に・肉体的に)弱い",2021-11-9,2021-11-9
1080,234,species,(生物の)種,2021-11-9,2021-11-9
1081,234,be on the verge of...,...の寸前である,2021-11-9,2021-11-9
1082,234,extinction,(生物などの)絶滅,2021-11-9,2021-11-9
1083,235,prolonged,長引く,2021-11-9,2021-11-9
1084,235,drought,干ばつ,2021-11-9,2021-11-9
1085,235,severe,(被害などが)ひどい,2021-11-9,2021-11-9
1086,235,damage (to...),do [cause]〜 damage to...: ...に〜(程度)の損害[被害]を与える,2021-11-9,2021-11-9
1087,235,crop,(1シーズンの)収穫(量),2021-11-9,2021-11-9
1088,236,tropical,tropical rain forest: 熱帯雨林,2021-11-9,2021-11-9
1089,236,forest,(広大な)森林,2021-11-9,2021-11-9
1090,236,disappear,消える,2021-11-9,2021-11-9
1091,236,scale,on a ... scale: ...の規模で,2021-11-9,2021-11-9
1092,236,in part,一部は,2021-11-9,2021-11-9
1093,236,due to...,...が原因で,2021-11-9,2021-11-9
1094,236,acid,acid rain: 酸性雨,2021-11-9,2021-11-9
1095,237,it is said that〜,〜だと言われている,2021-11-9,2021-11-9
1096,237,global warming,地球温暖化,2021-11-9,2021-11-9
1097,237,directly,(関係が)直接,2021-11-9,2021-11-9
1098,237,relate...,relate A to [with] B: AをBに[と]関連づける,2021-11-9,2021-11-9
1099,237,carbon dioxide,二酸化炭素,2021-11-9,2021-11-9
1100,237,emission,(ガス・熱などの)排出,2021-11-9,2021-11-9
1101,238,destruction,破壊,2021-11-9,2021-11-9
1102,238,ozone,オゾン,2021-11-9,2021-11-9
1103,238,layer,層,2021-11-9,2021-11-9
1104,238,affect...,...に影響を及ぼす,2021-11-9,2021-11-9
1105,238,environment,[the - ] (自然)環境,2021-11-9,2021-11-9
1106,239,committee,委員会,2021-11-9,2021-11-9
1107,239,call on A to do...,Aに...(援助など)するよう求める,2021-11-9,2021-11-9
1108,239,side by side,協力しあって,2021-11-9,2021-11-9
1109,239,curb...,...を抑制する,2021-11-9,2021-11-9
1110,239,pollution,"公害, 汚染",2021-11-9,2021-11-9
1111,240,satelite,人工衛星,2021-11-9,2021-11-9
1112,240,launch...,...(ロケットなど)を発射する,2021-11-9,2021-11-9
1113,240,orbit,(惑星などの)軌道,2021-11-9,2021-11-9
1114,240,monitor...,...(の動向[反応])を(常に)監視する,2021-11-9,2021-11-9
1115,240,melt (...),(氷などが)溶ける,2021-11-9,2021-11-9
1116,240,glacier,氷河,2021-11-9,2021-11-9
1117,241,ecologist,生態学者,2021-11-9,2021-11-9
1118,241,warn (...),(...(人)に)警告する,2021-11-9,2021-11-9
1119,241,time and (time) again,"(しつこく)何度も何度も, 繰り返し",2021-11-9,2021-11-9
1120,241,petroleum,石油,2021-11-9,2021-11-9
1121,241,not only A but (also) B,AだけでなくBも,2021-11-9,2021-11-9
1122,241,blessing,天の恵み,2021-11-9,2021-11-9
1123,241,curse,災いのもと,2021-11-9,2021-11-9
1124,242,continent,大陸,2021-11-9,2021-11-9
1125,242,abundant,be abundant in...: ...が豊富である,2021-11-9,2021-11-9
1126,242,fossil,化石,2021-11-9,2021-11-9
1127,242,fuel,fossil fuel: 化石燃料,2021-11-9,2021-11-9
1128,243,region,"地方, 地域",2021-11-9,2021-11-9
1129,243,relatively,比較的,2021-11-9,2021-11-9
1130,243,rich,be rich in...: ...が豊富である,2021-11-9,2021-11-9
1131,243,mineral,鉱物の,2021-11-9,2021-11-9
1132,243,resource,[通例 -s] 資源,2021-11-9,2021-11-9
1133,244,wheat,小麦,2021-11-9,2021-11-9
1134,244,account for...,...(割合)を占める,2021-11-9,2021-11-9
1135,244,approcimately,"ほぼ, およそ",2021-11-9,2021-11-9
1136,244,two-thirds,3分の2,2021-11-9,2021-11-9
1137,244,agricultural,農業の,2021-11-9,2021-11-9
1138,244,production,"生産高, 生産量",2021-11-9,2021-11-9
1139,245,fetile,(土地が)肥沃な,2021-11-9,2021-11-9
1140,245,soil,"土, 土壌",2021-11-9,2021-11-9
1141,245,indispensable,be indispensable for [to]...: ...に不可欠である,2021-11-9,2021-11-9
1142,245,harvest,収穫高[量],2021-11-9,2021-11-9
1143,246,humid,湿度が高い,2021-11-9,2021-11-9
1144,246,climate,気候,2021-11-9,2021-11-9
1145,246,characteristic,be characteristic of...: ...の特徴である,2021-11-9,2021-11-9
1146,246,peninsula,半島,2021-11-9,2021-11-9
1147,247,active,活動している,2021-11-9,2021-11-9
1148,247,volcano,火山,2021-11-9,2021-11-9
1149,247,erupt,噴火する,2021-11-9,2021-11-9
1150,247,regular,定期的な,2021-11-9,2021-11-9
1151,247,interval,at ... intervals: ...の間隔で,2021-11-9,2021-11-9
1152,248,canal,運河,2021-11-9,2021-11-9
1153,248,connect (...),connect A with [to] B: AとBをつなぐ[結ぶ],2021-11-9,2021-11-9
1154,248,Atlantic,[the - ] 大西洋,2021-11-9,2021-11-9
1155,248,Pacific,[the - ] 太平洋,2021-11-9,2021-11-9
1156,249,geographic(al),"地理学城の, 地理的な",2021-11-9,2021-11-9
1157,249,feature,"特徴, 特色",2021-11-9,2021-11-9
1158,249,similar,be similar to...: ...に似ている,2021-11-9,2021-11-9
1159,249,that of...,...のそれ,2021-11-9,2021-11-9
1160,249,prefecture,(日本・フランスなどの)県・府,2021-11-9,2021-11-9
1161,250,more often than not,たいてい,2021-11-9,2021-11-9
1162,250,famine,飢饉,2021-11-9,2021-11-9
1163,250,accompany,be accompanied by...: ...(物事)が付随して起こる,2021-11-9,2021-11-9
1164,250,plague,疫病,2021-11-9,2021-11-9
1165,251,devastating,壊滅的な(被害をもたらす),2021-11-9,2021-11-9
1166,251,earthquake,地震,2021-11-9,2021-11-9
1167,251,hit...,(地震・台風などが)...を襲う,2021-11-9,2021-11-9
1168,251,state,(米国などの)州,2021-11-9,2021-11-9
1169,251,capital,首都,2021-11-9,2021-11-9
1170,251,resident,住民,2021-11-9,2021-11-9
1171,251,homeless,家のない,2021-11-9,2021-11-9
1172,252,watch [look] out (for...),(...に)気をつける,2021-11-9,2021-11-9
1173,252,celling,天井,2021-11-9,2021-11-9
1174,252,give way,崩れ落ちる,2021-11-9,2021-11-9
1175,253,weather,天気,2021-11-9,2021-11-9
1176,253,forecast,予報,2021-11-9,2021-11-9
1177,253,typhoon,台風,2021-11-9,2021-11-9
1178,253,likely,be likely to do...: ..しそうだ,2021-11-9,2021-11-9
1179,253,accelerate (...),加速する,2021-11-9,2021-11-9
1180,253,approach (...),...に近づく,2021-11-9,2021-11-9
1181,253,coast,沿岸(地区),2021-11-9,2021-11-9
1182,254,it's up in the air,(どうなるかが)決まっていない,2021-11-9,2021-11-9
1183,254,call ... off,...を中止する,2021-11-9,2021-11-9
1184,254,So that?,(不愉快・無関心を表して)それが何だって言うんだ？,2021-11-9,2021-11-9
1185,254,make no difference (to...),(...にとっては)どちらでも同じ,2021-11-9,2021-11-9
1186,255,foggy,霧が濃い,2021-11-9,2021-11-9
1187,255,It sure is.,"(返答で)全く, 本当だ",2021-11-9,2021-11-9
1188,255,chances are (that) 〜,たぶん〜だ,2021-11-9,2021-11-9
1189,255,clear up,"(天気が)よくなる, 晴れる",2021-11-9,2021-11-9
1190,255,later on,この[その]後に,2021-11-9,2021-11-9
1191,256,for the most part,"大部分は, ほとんど, たいてい",2021-11-9,2021-11-9
1192,256,modernization,近代化,2021-11-9,2021-11-9
1193,256,identify (...),identify A with B: AをBと同じものだと考える,2021-11-9,2021-11-9
1194,256,westernization,西欧化,2021-11-9,2021-11-9
1195,257,urban,"都市の..., 都会の...",2021-11-9,2021-11-9
1196,257,culture,文化,2021-11-9,2021-11-9
1197,257,appear,appear (to be)...: ...のように見える,2021-11-9,2021-11-9
1198,257,attractive,魅力的な,2021-11-9,2021-11-9
1199,257,in particular,とりわけ,2021-11-9,2021-11-9
1200,258,A stands for...,Aは...の略[頭文字]である,2021-11-9,2021-11-9
1201,258,artificial,人口の,2021-11-9,2021-11-9
1202,258,intelligence,知能,2021-11-9,2021-11-9
1203,259,household,(形容詞的に)家庭の...,2021-11-9,2021-11-9
1204,259,appliance,電化製品,2021-11-9,2021-11-9
1205,259,convenient,(ものが)便利な,2021-11-9,2021-11-9
1206,259,day by day,"日々, 日に日に",2021-11-9,2021-11-9
1207,260,income,収入,2021-11-9,2021-11-9
1208,260,adequate,(ある目的には)十分な,2021-11-9,2021-11-9
1209,260,provide for...,...(家族)を養う,2021-11-9,2021-11-9
1210,260,family of four,4人家族,2021-11-9,2021-11-9
1211,260,make the best of...,...(よくない状況)の中で何とかやっていく,2021-11-9,2021-11-9
1212,261,popularity,人気,2021-11-9,2021-11-9
1213,261,website,"(インターネットの)ホームページ, ウェブサイト",2021-11-9,2021-11-9
1214,261,depend on...,...次第である,2021-11-9,2021-11-9
1215,261,content,(形式・表向きに対して)内容・中身,2021-11-9,2021-11-9
1216,262,You've got to do...,...しなきゃ,2021-11-9,2021-11-9
1217,262,keep up with...,...に(遅れずにに)ついて行く,2021-11-9,2021-11-9
1218,262,once 〜,いったん〜してしまえば,2021-11-9,2021-11-9
1219,262,fall behind (...),(...に)遅れをとる,2021-11-9,2021-11-9
1220,262,catch up (with...),(...に)追い付く,2021-11-9,2021-11-9
1221,263,technology,(科学)技術,2021-11-9,2021-11-9
1222,263,rapidly,急速に,2021-11-9,2021-11-9
1223,263,advance (...),進歩する,2021-11-9,2021-11-9
1224,263,tough,(対処が)難しい,2021-11-9,2021-11-9
1225,263,keep pace with...,...(速い変化など)に遅れずについていく,2021-11-9,2021-11-9
1226,264,more and more,ますます多くの...,2021-11-9,2021-11-9
1227,264,rush (...),"焦る, 焦ってする",2021-11-9,2021-11-9
1228,264,make use of...,...を利用[活用]する,2021-11-9,2021-11-9
1229,264,interactive,双方向性の,2021-11-9,2021-11-9
1230,264,nature,性質,2021-11-9,2021-11-9
1231,264,medium,媒体,2021-11-9,2021-11-9
1232,265,innovation,(技術などの)革新(をもたらすこと),2021-11-9,2021-11-9
1233,265,have (〜) to do with...,...と(〜程度の)関係がある,2021-11-9,2021-11-9
1234,265,ability,能力,2021-11-9,2021-11-9
1235,265,notice (...),(...に)気付く,2021-11-9,2021-11-9
1236,265,unusual,"普通ではない, まれな",2021-11-9,2021-11-9
1237,265,phenomenon,現象,2021-11-9,2021-11-9
1238,266,bunch,a bunch of...: たくさんの...,2021-11-9,2021-11-9
1239,266,imitate...,...の真似をする,2021-11-9,2021-11-9
1240,266,excellent,"優れた, すばらしい",2021-11-9,2021-11-9
1241,266,method,(一般的に確立された)方法,2021-11-9,2021-11-9
1242,267,desolate,(場所が)荒涼とした,2021-11-9,2021-11-9
1243,267,valley,"山間の谷, 盆地",2021-11-9,2021-11-9
1244,267,transform ... (into A),...を(Aへと)一変させる,2021-11-9,2021-11-9
1245,267,thriving,(事業が)反映している,2021-11-9,2021-11-9
1246,267,hub,"中心(地), 中核",2021-11-9,2021-11-9
1247,268,plenty of...,(余るくらい)たくさんの...,2021-11-9,2021-11-9
1248,268,room,"余地, 余裕",2021-11-9,2021-11-9
1249,268,improvement,"改良, 改善",2021-11-9,2021-11-9
1250,268,invention,発明品,2021-11-9,2021-11-9
1251,268,superior,be superior to...: ...よりも優れている,2021-11-9,2021-11-9
1252,268,conventional,従来の,2021-11-9,2021-11-9
1253,268,equipment,"(集合的に)機器, 用具",2021-11-9,2021-11-9
1254,268,in ... respect,...の点に関して,2021-11-9,2021-11-9
1255,269,strength,(人・物の)長所・強み,2021-11-9,2021-11-9
1256,269,firm,"会社, 企業, 事務所",2021-11-9,2021-11-9
1257,269,attribute A to B,AはBに起因する[AはBがもたらしたもの]と考える,2021-11-9,2021-11-9
1258,269,unique,"唯一の, 他にはない",2021-11-9,2021-11-9
1259,269,...-oriented,...志向の,2021-11-9,2021-11-9
1260,269,strategy,戦略,2021-11-9,2021-11-9
1261,270,integrate (...),integrate...(into A): ...(機能など)を(Aに)統合させる,2021-11-9,2021-11-9
1262,270,range,範囲,2021-11-9,2021-11-9
1263,270,function,(機械などの)機能,2021-11-9,2021-11-9
1264,270,cool,スゴイ,2021-11-9,2021-11-9
1265,270,gadget,(特殊な)機器,2021-11-9,2021-11-9
